input: [SCENE]: scene_context [ACTION]: player_input,output: [CHECK]: check_required
input: [SCENE]: You have found a wounded griffin with a broken wing. [ACTION]: I approach the creature cautiously and attempt to mend its wing with healing magic.,output: [CHECK]: Animal Handling
input: [SCENE]: You have found a wounded griffin with a broken wing. [ACTION]: I approach the creature cautiously and attempt to mend its wing with healing magic.,output: [CHECK]: Animal Handling
"input: [SCENE]: You are in a bustling port city, trying to find information on a sea monster. [ACTION]: I ask the old sailors at the docks if they've seen the creature.",output: [CHECK]: Investigation
"input: [SCENE]: You are in a bustling port city, trying to find information on a sea monster. [ACTION]: I ask the old sailors at the docks if they've seen the creature.",output: [CHECK]: Investigation
"input: [SCENE]: You are in a strange, non-Euclidean maze that shifts and changes around you. [ACTION]: I allow the whispers of my patron to guide my path.",output: [CHECK]: Pact Magic
"input: [SCENE]: You are in a strange, non-Euclidean maze that shifts and changes around you. [ACTION]: I allow the whispers of my patron to guide my path.",output: [CHECK]: Pact Magic
"input: [SCENE]: You are guarding a diplomat who is secretly a spy. [ACTION]: I watch the diplomat's interactions closely, looking for any sign of treachery.",output: [CHECK]: Insight
"input: [SCENE]: You are guarding a diplomat who is secretly a spy. [ACTION]: I watch the diplomat's interactions closely, looking for any sign of treachery.",output: [CHECK]: Insight
input: [SCENE]: You are being held in a prison cell. The lock on the door is old and simple. [ACTION]: I attempt to kick the door open.,output: [CHECK]: Athletics
input: [SCENE]: You are being held in a prison cell. The lock on the door is old and simple. [ACTION]: I attempt to kick the door open.,output: [CHECK]: Athletics
"input: [SCENE]: You are in a barren wasteland, corrupted by industrial waste. [ACTION]: I attempt to use my magic to encourage new life to grow.",output: [CHECK]: Nature
"input: [SCENE]: You are in a barren wasteland, corrupted by industrial waste. [ACTION]: I attempt to use my magic to encourage new life to grow.",output: [CHECK]: Nature
input: [SCENE]: You need to cross a heavily guarded bridge to enter a castle. [ACTION]: I try to swim across the moat under the cover of darkness.,output: [CHECK]: Stealth
input: [SCENE]: You need to cross a heavily guarded bridge to enter a castle. [ACTION]: I try to swim across the moat under the cover of darkness.,output: [CHECK]: Stealth
input: [SCENE]: You are lost in a swamp and have contracted a feverish illness. [ACTION]: I push through the illness with sheer toughness.,output: [CHECK]: Constitution
input: [SCENE]: You are lost in a swamp and have contracted a feverish illness. [ACTION]: I push through the illness with sheer toughness.,output: [CHECK]: Constitution
input: [SCENE]: You find a series of ancient gears and levers that seem to be part of a larger mechanism. [ACTION]: I try to deduce the purpose of the mechanism.,output: [CHECK]: Investigation
input: [SCENE]: You find a series of ancient gears and levers that seem to be part of a larger mechanism. [ACTION]: I try to deduce the purpose of the mechanism.,output: [CHECK]: Investigation
input: [SCENE]: A group of children are scared of a monster they believe is in the woods. [ACTION]: I tell the children a silly story to make them laugh and forget their fears.,output: [CHECK]: Performance
input: [SCENE]: A group of children are scared of a monster they believe is in the woods. [ACTION]: I tell the children a silly story to make them laugh and forget their fears.,output: [CHECK]: Performance
"input: [SCENE]: You suspect a town official is secretly a member of a death cult. [ACTION]: I look for subtle signs of their allegiance, like a hidden holy symbol or coded language.",output: [CHECK]: Insight
"input: [SCENE]: You suspect a town official is secretly a member of a death cult. [ACTION]: I look for subtle signs of their allegiance, like a hidden holy symbol or coded language.",output: [CHECK]: Insight
input: [SCENE]: You are in a deep cave system and your torch goes out. [ACTION]: I try to navigate the darkness using my other senses.,output: [CHECK]: Perception
input: [SCENE]: You are in a deep cave system and your torch goes out. [ACTION]: I try to navigate the darkness using my other senses.,output: [CHECK]: Perception
input: [SCENE]: A rival has challenged you to a magical duel. [ACTION]: I try to overwhelm my rival with a blast of pure eldritch power.,output: [CHECK]: Arcana
input: [SCENE]: A rival has challenged you to a magical duel. [ACTION]: I try to overwhelm my rival with a blast of pure eldritch power.,output: [CHECK]: Arcana
"input: [SCENE]: A bridge has been destroyed, and you need to get villagers across a river. [ACTION]: I chop down a large tree to create a makeshift bridge.",output: [CHECK]: Athletics
"input: [SCENE]: A bridge has been destroyed, and you need to get villagers across a river. [ACTION]: I chop down a large tree to create a makeshift bridge.",output: [CHECK]: Athletics
"input: [SCENE]: You are trying to meditate, but are being distracted by loud noises. [ACTION]: I attempt to enter a state of calm and block out the distractions.",output: [CHECK]: Wisdom
"input: [SCENE]: You are trying to meditate, but are being distracted by loud noises. [ACTION]: I attempt to enter a state of calm and block out the distractions.",output: [CHECK]: Wisdom
"input: [SCENE]: You are in a dry, arid land. [ACTION]: I use my magic to find the nearest underground water source.",output: [CHECK]: Survival
"input: [SCENE]: You are in a dry, arid land. [ACTION]: I use my magic to find the nearest underground water source.",output: [CHECK]: Survival
input: [SCENE]: You are trying to earn the trust of a reclusive centaur clan. [ACTION]: I try to show them respect by observing their customs from a distance before approaching.,output: [CHECK]: Nature
input: [SCENE]: You are trying to earn the trust of a reclusive centaur clan. [ACTION]: I try to show them respect by observing their customs from a distance before approaching.,output: [CHECK]: Nature
"input: [SCENE]: You are on a ship's crow's nest during a storm, trying to spot a landmark. [ACTION]: I try to keep my balance as the ship rocks violently.",output: [CHECK]: Acrobatics
"input: [SCENE]: You are on a ship's crow's nest during a storm, trying to spot a landmark. [ACTION]: I try to keep my balance as the ship rocks violently.",output: [CHECK]: Acrobatics
"input: [SCENE]: You are leading a group of refugees through a dangerous, monster-infested swamp. [ACTION]: I try to keep their spirits up with a tale of a past victory.",output: [CHECK]: Performance
"input: [SCENE]: You are leading a group of refugees through a dangerous, monster-infested swamp. [ACTION]: I try to keep their spirits up with a tale of a past victory.",output: [CHECK]: Performance
input: [SCENE]: You have found a mysterious altar that hums with a strange energy. [ACTION]: I try to determine the nature of the altar's magic.,output: [CHECK]: Religion
input: [SCENE]: You have found a mysterious altar that hums with a strange energy. [ACTION]: I try to determine the nature of the altar's magic.,output: [CHECK]: Religion
"input: [SCENE]: You are hunting in a forest and spot a deer. [ACTION]: I try to take it down with a single, clean shot from my bow.",output: [CHECK]: Stealth
"input: [SCENE]: You are hunting in a forest and spot a deer. [ACTION]: I try to take it down with a single, clean shot from my bow.",output: [CHECK]: Stealth
input: [SCENE]: You are presented with two goblets of wine by a suspicious noble. One is poisoned. [ACTION]: I try to tell from the noble's expression which goblet is safe.,output: [CHECK]: Insight
input: [SCENE]: You are presented with two goblets of wine by a suspicious noble. One is poisoned. [ACTION]: I try to tell from the noble's expression which goblet is safe.,output: [CHECK]: Insight
input: [SCENE]: You are trying to convince a skeptical ship captain to give you passage. [ACTION]: I offer to pay for my passage by working as a deckhand and entertainer.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to convince a skeptical ship captain to give you passage. [ACTION]: I offer to pay for my passage by working as a deckhand and entertainer.,output: [CHECK]: Persuasion
"input: [SCENE]: You are in an ancient tomb, and the walls are covered in hieroglyphs. [ACTION]: I translate the hieroglyphs to learn the tomb owner's story.",output: [CHECK]: History
"input: [SCENE]: You are in an ancient tomb, and the walls are covered in hieroglyphs. [ACTION]: I translate the hieroglyphs to learn the tomb owner's story.",output: [CHECK]: History
input: [SCENE]: You are climbing a massive tree to get a better view of the surrounding area. [ACTION]: I use my strength to pull myself up the thick branches.,output: [CHECK]: Athletics
input: [SCENE]: You are climbing a massive tree to get a better view of the surrounding area. [ACTION]: I use my strength to pull myself up the thick branches.,output: [CHECK]: Athletics
input: [SCENE]: You are in a crowded ballroom and need to pass a message to a contact without being seen. [ACTION]: I attempt to slip the note into my contact's pocket as I 'accidentally' bump into them.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are in a crowded ballroom and need to pass a message to a contact without being seen. [ACTION]: I attempt to slip the note into my contact's pocket as I 'accidentally' bump into them.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You find a cave bear that has been magically put to sleep. [ACTION]: I try to identify the type of magic used.,output: [CHECK]: Arcana
input: [SCENE]: You find a cave bear that has been magically put to sleep. [ACTION]: I try to identify the type of magic used.,output: [CHECK]: Arcana
input: [SCENE]: You are walking a tightrope as part of a challenge in a monastery. [ACTION]: I clear my mind and focus only on the rope and my goal.,output: [CHECK]: Acrobatics
input: [SCENE]: You are walking a tightrope as part of a challenge in a monastery. [ACTION]: I clear my mind and focus only on the rope and my goal.,output: [CHECK]: Acrobatics
