input,output
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers.', 'A rival cultist, also seeking the text, confronts you.', ""I try to scare him off by showing him a glimpse of my patron's power.""]","['Intimidation', 'Fail', ""You channel your patron's energy, but the cultist just laughs. 'A parlor trick! You are not worthy of this power!' He draws his own ritual dagger.""]"
"['108', 'Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent.', ""You are attending a royal banquet in the king's grand hall."", '[SCENE_START]']","['None', 'N/A', 'The hall is filled with music, laughter, and the clinking of goblets. Nobles in fine silks gossip at long tables, while servants carry platters of roasted meats and exotic fruits.']"
"['108', 'Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent.', 'You see the visiting Baron from the Westmarch speaking to the Queen. His smile seems forced.', 'I try to determine if the Baron is being deceptive.']","['Insight', 'Pass', ""You notice the Baron's eyes frequently dart towards the guards at the exits, and his hand nervously taps the hilt of his sword. He is deeply anxious about something.""]"
"['108', 'Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent.', 'You see the visiting Baron from the Westmarch speaking to the Queen. His smile seems forced.', 'I try to determine if the Baron is being deceptive.']","['Insight', 'Fail', ""The Baron is a skilled courtier. His posture is relaxed and his smile seems genuine. You can't read anything unusual in his demeanor.""]"
"['108', 'Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent.', 'During the feast, the Court Jester makes a cruel joke at the expense of a young squire.', 'I stand and publicly admonish the jester for his lack of honor.']","['Persuasion', 'Pass', 'Your words, spoken with conviction, silence the hall. The jester shrinks back, abashed. The squire looks at you with immense gratitude, and a few nobles nod in approval.']"
"['108', 'Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent.', 'During the feast, the Court Jester makes a cruel joke at the expense of a young squire.', 'I stand and publicly admonish the jester for his lack of honor.']","['Persuasion', 'Fail', ""A few nobles snicker at your outburst, amused by your 'lack of humor.' The king looks annoyed at the interruption, and the jester simply makes you the butt of his next joke.""]"
"['108', 'Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent.', ""An assassin disguised as a servant tries to poison the king's wine. You spot the vial in their hand."", ""I try to subtly knock the goblet from the king's hand before he drinks.""]","['Sleight of Hand', 'Pass', ""You 'stumble' past the king's chair, jostling his arm just enough to send the goblet of wine splashing to the floor. The king is annoyed, but safe.""]"
"['108', 'Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent.', ""An assassin disguised as a servant tries to poison the king's wine. You spot the vial in their hand."", ""I try to subtly knock the goblet from the king's hand before he drinks.""]","['Sleight of Hand', 'Fail', 'You move too slowly. The king takes a deep drink from the goblet just as you reach him. His eyes go wide, and he clutches his throat.']"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', 'You are in the city sewers, tracking a notorious smuggler. The tunnel ahead is flooded with murky water.', 'I check the water for any hidden dangers before entering.']","['Perception', 'Pass', ""Your eyes scan the surface. For a brief moment, you see a ripple that moves against the current. There's something large submerged in the water.""]"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', 'You are in the city sewers, tracking a notorious smuggler. The tunnel ahead is flooded with murky water.', 'I check the water for any hidden dangers before entering.']","['Perception', 'Fail', 'The water is dark and smelly, but you see nothing besides floating refuse. It seems safe enough to cross.']"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', 'You are competing in a tournament. Your event is to throw a heavy stone farther than your opponent.', 'I throw the stone with all my might.']","['Athletics', 'Pass', ""With a powerful shout, you heave the massive stone. It flies through the air and lands several feet past your opponent's mark. The crowd roars!""]"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', 'You are competing in a tournament. Your event is to throw a heavy stone farther than your opponent.', 'I throw the stone with all my might.']","['Athletics', 'Fail', ""You lose your footing on the throw. The stone slips from your grasp, landing short of your opponent's mark with a disappointing thud.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are in a magical workshop. You find a half-finished potion on a table.', 'I try to identify the potion and its intended effects.']","['Arcana', 'Pass', ""You recognize the ingredients and the stage of brewing. It's a Potion of Invisibility, but it's currently unstable. It needs one more ingredient to be completed.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are in a magical workshop. You find a half-finished potion on a table.', 'I try to identify the potion and its intended effects.']","['Arcana', 'Fail', ""You can tell the potion is magical, but the specific combination of reagents is unfamiliar. You have no idea what it does or if it's safe.""]"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to get past a guard who is blocking a door.', ""I compose a short, flattering song about the guard's heroic vigil.""]","['Performance', 'Pass', 'The guard is so flattered and entertained by your song that he momentarily forgets his duty, stepping aside to applaud you. You slip past him.']"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to get past a guard who is blocking a door.', ""I compose a short, flattering song about the guard's heroic vigil.""]","['Performance', 'Fail', ""The guard is not amused. 'Very pretty, songbird. Now get out of here before I arrest you for loitering.'""]"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are walking through a graveyard tainted by dark magic. The ground beneath you begins to shake.', 'I brace myself to keep my footing.']","['Dexterity', 'Pass', 'As skeletal hands erupt from the ground, you maintain your balance and are able to avoid their grasp.']"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are walking through a graveyard tainted by dark magic. The ground beneath you begins to shake.', 'I brace myself to keep my footing.']","['Dexterity', 'Fail', 'You stumble as the ground heaves. A skeletal hand bursts from the soil and grabs your ankle, holding you fast.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', 'You have cornered a wounded wolf. It is snarling but also looks frightened.', 'I try to calm the wolf and tend to its wounds.']","['Animal Handling', 'Pass', 'You make slow, non-threatening movements. The wolf seems to understand you mean no harm. It lies down, whimpering, and allows you to approach.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', 'You have cornered a wounded wolf. It is snarling but also looks frightened.', 'I try to calm the wolf and tend to its wounds.']","['Animal Handling', 'Fail', 'Despite your calm demeanor, the animal is too consumed by pain and fear. It lunges, snapping its jaws at you.']"
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers.', 'You are bartering with an imp for a soul coin. The imp is a known trickster.', 'I try to sense if the imp is trying to magically swindle me.']","['Insight', 'Pass', 'As the imp speaks, you feel a subtle weave of magic in its words, an enchantment of suggestion. You recognize the attempt to cloud your judgment.']"
