"input: player_id, character_backstory, scene_context, player_input","output: check_required, outcome_type"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a formal courtroom, having been called as a witness., I try to give my testimony as clearly as possible.","output: Persuasion, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are facing a powerful golem made of solid obsidian., I search my memory for any lore regarding obsidian golem weaknesses.","output: History, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are facing a powerful golem made of solid obsidian., I search my memory for any lore regarding obsidian golem weaknesses.","output: History, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are in a dungeon and come across a door with a riddle carved into it., I attempt to solve the riddle.","output: Intelligence, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are in a dungeon and come across a door with a riddle carved into it., I attempt to solve the riddle.","output: Intelligence, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are in the city's plague ward, tending to the sick., I try to use my knowledge to diagnose the specific type of magical plague.","output: Medicine, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are in the city's plague ward, tending to the sick., I try to use my knowledge to diagnose the specific type of magical plague.","output: Medicine, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a vast, open desert, and your water supply is dangerously low., I scan the horizon for any signs of an oasis or water source.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a vast, open desert, and your water supply is dangerously low., I scan the horizon for any signs of an oasis or water source.","output: Survival, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers., You are in a noble's ballroom, trying to identify a rival cultist hiding among the guests., I look for someone who seems out of place or shows signs of a dark pact.","output: Insight, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers., You are in a noble's ballroom, trying to identify a rival cultist hiding among the guests., I look for someone who seems out of place or shows signs of a dark pact.","output: Insight, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are chasing a thief across the rooftops of the city., I leap from one rooftop to the next in pursuit.","output: Athletics, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are chasing a thief across the rooftops of the city., I leap from one rooftop to the next in pursuit.","output: Athletics, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance in a chaotic world., You must cross a narrow, crumbling stone bridge over a deep chasm., I try to maintain my balance as I cross.","output: Acrobatics, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance in a chaotic world., You must cross a narrow, crumbling stone bridge over a deep chasm., I try to maintain my balance as I cross.","output: Acrobatics, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are in a cave and find a large, sleeping bear. You need to get past it without waking it., I try to sneak past the sleeping bear.","output: Stealth, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are in a cave and find a large, sleeping bear. You need to get past it without waking it., I try to sneak past the sleeping bear.","output: Stealth, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You need to create a convincing forgery of a royal seal to read a secret message., I use my forgery kit to replicate the seal.","output: Forgery Kit, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You need to create a convincing forgery of a royal seal to read a secret message., I use my forgery kit to replicate the seal.","output: Forgery Kit, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a tense negotiation with an orc chieftain., I try to intimidate the chieftain into accepting our terms.","output: Intimidation, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a tense negotiation with an orc chieftain., I try to intimidate the chieftain into accepting our terms.","output: Intimidation, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., A door is sealed with a magical glyph that explodes when touched., I attempt to disarm the magical trap.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., A door is sealed with a magical glyph that explodes when touched., I attempt to disarm the magical trap.","output: Arcana, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to convince a skeptical mayor to fund your expedition., I tell him a heroic and inspiring story about the potential discoveries.","output: Performance, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to convince a skeptical mayor to fund your expedition., I tell him a heroic and inspiring story about the potential discoveries.","output: Performance, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to recall an obscure passage from your holy text that deals with shadow demons., I meditate and search my memory for the passage.","output: Religion, Pass"
